"Date","Event"
"4/25/3442","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3442","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3442","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3442","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/3443","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/3443","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3443","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3443","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3443","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3443","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3443","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/3444","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/22/3444","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/3444","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3444","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/3444","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3444","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3444","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/3445","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/3445","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/3445","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3445","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3445","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/3445","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3445","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/3445","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/3446","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3446","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/3446","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3446","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3446","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3446","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/3446","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/3446","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3447","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/3447","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3447","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3447","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3447","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3447","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3447","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3448","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/24/3448","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3448","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3448","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3448","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3448","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3448","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/3449","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/3449","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/3449","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3449","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/3449","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3449","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/3449","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/3450","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/3450","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/3450","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3450","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/3450","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3450","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3450","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/3451","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/3451","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/3451","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3451","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3451","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/3451","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3451","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/3451","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/3452","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3452","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3452","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3452","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3452","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3452","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3452","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3453","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/3453","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3453","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3453","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3453","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3453","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3453","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/3454","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/3454","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3454","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3454","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3454","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3454","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3454","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/3455","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/3455","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/3455","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3455","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/3455","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3455","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/3455","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/3456","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/26/3456","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/3456","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3456","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3456","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/3456","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3456","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/3456","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/3457","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3457","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/3457","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3457","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3457","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3457","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/3457","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/3457","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3458","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/3458","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3458","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3458","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3458","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3458","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3458","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3459","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/3459","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3459","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3459","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3459","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3459","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3459","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/3460","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/23/3460","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/3460","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3460","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/3460","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3460","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/3460","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/3461","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/3461","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/3461","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3461","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/3461","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3461","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3461","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/3462","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/3462","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/3462","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3462","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3462","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/3462","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3462","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/3462","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/3463","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3463","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/3463","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3463","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3463","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3463","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/3463","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/3463","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3464","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/25/3464","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3464","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3464","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3464","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3464","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3464","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/3465","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/3465","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3465","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3465","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3465","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3465","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3465","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/3466","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/3466","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/3466","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3466","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/3466","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3466","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/3466","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/3467","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/3467","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/3467","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3467","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/3467","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3467","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3467","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/3468","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/3468","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/3468","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3468","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3468","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3468","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/3468","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/3468","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3469","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/3469","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3469","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3469","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3469","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3469","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3469","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3470","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/3470","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3470","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3470","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3470","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3470","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3470","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/3471","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/3471","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3471","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3471","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3471","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3471","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3471","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/3472","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/22/3472","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/3472","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3472","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/3472","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3472","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3472","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/3473","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/3473","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/3473","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3473","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3473","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/3473","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3473","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/3473","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/3474","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3474","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/3474","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3474","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3474","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3474","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/3474","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/3474","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3475","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/3475","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3475","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3475","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3475","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3475","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3475","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3476","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/24/3476","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3476","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3476","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3476","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3476","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3476","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/3477","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/3477","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/3477","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3477","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/3477","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3477","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/3477","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/3478","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/3478","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/3478","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3478","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/3478","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3478","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3478","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/3479","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/3479","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/3479","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3479","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3479","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/3479","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3479","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/3479","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/3480","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3480","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3480","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3480","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3480","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3480","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3480","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3481","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/3481","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3481","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3481","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3481","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3481","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3481","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/3482","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/3482","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3482","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3482","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3482","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3482","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3482","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/3483","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/3483","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/3483","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3483","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/3483","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3483","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/3483","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/3484","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/26/3484","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/3484","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3484","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3484","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/3484","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3484","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/3484","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/3485","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3485","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/3485","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3485","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3485","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3485","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/3485","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/3485","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3486","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/3486","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3486","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3486","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3486","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3486","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3486","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3487","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/3487","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3487","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3487","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3487","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3487","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3487","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/3488","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/23/3488","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/3488","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3488","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/3488","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3488","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/3488","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/3489","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/3489","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/3489","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3489","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/3489","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3489","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3489","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/3490","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/3490","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/3490","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3490","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3490","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/3490","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3490","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/3490","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/3491","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3491","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/3491","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3491","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3491","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3491","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/3491","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/3491","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3492","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/25/3492","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3492","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3492","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3492","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3492","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3492","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/3493","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/3493","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3493","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3493","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3493","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3493","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3493","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/3494","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/3494","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/3494","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3494","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/3494","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3494","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/3494","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/3495","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/3495","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/3495","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3495","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/3495","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3495","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3495","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/3496","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/3496","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/3496","North America - United States - State holiday - Confederate Memorial Day - Monday"
